"data_id","treat","age","agesq","agecube","education","educationsq","black","hispanic","married","nodegree","re74","re74sq","re75","re75sq","re78","u74","u75","sample"
"Dehejia-Wahba Sample",1,24,576,13824,10,100,1,0,0,1,0,0,0,0,0,1,1,1
"Dehejia-Wahba Sample",1,26,676,17576,10,100,1,0,0,1,0,0,0,0,9265.7880859375,1,1,1
"Dehejia-Wahba Sample",1,25,625,15625,11,121,1,0,0,1,0,0,0,0,485.22979736328125,1,1,1
"Dehejia-Wahba Sample",1,18,324,5832,11,121,1,0,0,1,0,0,0,0,4814.626953125,1,1,1
"Dehejia-Wahba Sample",1,19,361,6859,11,121,1,0,0,1,0,0,0,0,7458.10498046875,1,1,1
"Dehejia-Wahba Sample",1,43,1849,79507,9,81,1,0,0,1,0,0,0,0,0,1,1,1
"Dehejia-Wahba Sample",1,27,729,19683,13,169,1,0,0,0,0,0,0,0,34099.28125,1,1,1
"Dehejia-Wahba Sample",1,17,289,4913,9,81,1,0,0,1,0,0,0,0,1953.2679443359375,1,1,1
"Dehejia-Wahba Sample",1,30,900,27000,11,121,1,0,0,1,0,0,0,0,0,1,1,1
"Dehejia-Wahba Sample",1,26,676,17576,10,100,1,0,1,1,2027.9990234375,4112780.0390634537,0,0,0,0,1,1
"Dehejia-Wahba Sample",1,20,400,8000,9,81,1,0,0,1,6083.994140625,37014984.70315933,0,0,8881.6650390625,0,1,1
"Dehejia-Wahba Sample",1,17,289,4913,9,81,0,1,0,1,445.17041015625,198176.69407868385,74.34345245361328,5526.948922722659,6210.669921875,0,0,1
"Dehejia-Wahba Sample",1,20,400,8000,12,144,1,0,0,0,989.267822265625,978650.8241701722,165.20770263671875,27293.585010502487,0,0,0,1
"Dehejia-Wahba Sample",1,18,324,5832,11,121,1,0,0,1,858.2542724609375,736600.3961974531,214.5635986328125,46037.53785826266,929.8839111328125,0,0,1
"Dehejia-Wahba Sample",1,27,729,19683,12,144,1,0,1,0,3670.8720703125,13475301.75660038,334.0492858886719,111588.92540273163,0,0,0,1
"Dehejia-Wahba Sample",1,21,441,9261,12,144,0,0,0,0,3670.8720703125,13475301.75660038,334.0494079589844,111589.00695774797,12558.01953125,0,0,1
"Dehejia-Wahba Sample",1,27,729,19683,12,144,1,0,0,0,2143.4130859375,4594219.656968117,357.94989013671875,128128.12384888902,22163.25,0,0,1
"Dehejia-Wahba Sample",1,20,400,8000,12,144,1,0,0,0,0,0,377.568603515625,142558.05036073923,1652.636962890625,1,0,1
"Dehejia-Wahba Sample",1,19,361,6859,10,100,1,0,0,1,0,0,385.27410888671875,148436.13897845522,8124.71484375,1,0,1
"Dehejia-Wahba Sample",1,23,529,12167,12,144,1,0,0,0,5506.30810546875,30319428.952350855,501.0740966796875,251075.25036336482,671.331787109375,0,0,1
"Dehejia-Wahba Sample",1,29,841,24389,14,196,1,0,0,0,0,0,679.67340087890625,461955.9318622984,17814.98046875,1,0,1
"Dehejia-Wahba Sample",1,18,324,5832,10,100,1,0,0,1,0,0,798.90789794921875,638253.8294056393,9737.154296875,1,0,1
"Dehejia-Wahba Sample",1,19,361,6859,9,81,1,0,0,1,0,0,798.90789794921875,638253.8294056393,17685.1796875,1,0,1
"Dehejia-Wahba Sample",1,27,729,19683,13,169,0,0,1,0,9381.56640625,88013788.23487854,853.72247314453125,728842.0611520149,0,0,0,1
"Dehejia-Wahba Sample",1,18,324,5832,11,121,0,0,0,1,3678.23095703125,13529382.973263025,919.55792236328125,845586.7725810744,4321.705078125,0,0,1
"Dehejia-Wahba Sample",1,27,729,19683,9,81,1,0,1,1,0,0,934.44537353515625,873188.1561212577,1773.4229736328125,1,0,1
"Dehejia-Wahba Sample",1,22,484,10648,12,144,1,0,0,0,5605.85205078125,31425577.215248346,936.17730712890625,876427.9503831305,0,0,0,1
"Dehejia-Wahba Sample",1,23,529,12167,10,100,1,0,1,1,0,0,936.4385986328125,876917.2490093857,11233.259765625,1,0,1
"Dehejia-Wahba Sample",1,23,529,12167,12,144,0,1,0,0,9385.740234375,88092119.74716568,1117.43896484375,1248669.8401510715,559.44317626953125,0,0,1
"Dehejia-Wahba Sample",1,20,400,8000,11,121,1,0,0,1,3637.498046875,13231392.04101944,1220.8360595703125,1490440.6843471676,1085.43994140625,0,0,1
"Dehejia-Wahba Sample",1,17,289,4913,9,81,1,0,0,1,1716.509033203125,2946403.261067927,1253.43896484375,1571109.2385885715,5445.2001953125,0,0,1
"Dehejia-Wahba Sample",1,28,784,21952,11,121,1,0,0,1,0,0,1284.0789794921875,1648858.8255736977,60307.9296875,1,0,1
"Dehejia-Wahba Sample",1,26,676,17576,11,121,1,0,1,1,0,0,1392.85302734375,1940039.5557806492,1460.3599853515625,1,0,1
"Dehejia-Wahba Sample",1,20,400,8000,11,121,1,0,0,1,16318.6201171875,266297362.52907658,1484.9940185546875,2205207.2351431996,6943.341796875,0,0,1
"Dehejia-Wahba Sample",1,24,576,13824,11,121,1,0,1,1,824.38861083984375,679616.5816824473,1666.113037109375,2775932.6524258256,4032.7080078125,0,0,1
"Dehejia-Wahba Sample",1,31,961,29791,9,81,1,0,0,1,0,0,1698.6070556640625,2885265.9295517355,10363.26953125,1,0,1
"Dehejia-Wahba Sample",1,23,529,12167,8,64,0,0,1,1,0,0,1713.1500244140625,2934883.006149903,4232.30908203125,1,0,1
"Dehejia-Wahba Sample",1,18,324,5832,10,100,1,0,0,1,2143.410888671875,4594210.237677157,1784.2740478515625,3183633.8778366,11141.3896484375,0,0,1
"Dehejia-Wahba Sample",1,29,841,24389,12,144,1,0,0,0,10881.9404296875,118416627.51526737,1817.2840576171875,3302521.3460695893,0,0,0,1
"Dehejia-Wahba Sample",1,26,676,17576,11,121,0,0,0,1,0,0,2226.26611328125,4956260.807144403,13385.8603515625,1,0,1
"Dehejia-Wahba Sample",1,24,576,13824,9,81,1,0,0,1,9154.7001953125,83808535.66605473,2288.675048828125,5238033.47912842,4849.55908203125,0,0,1
"Dehejia-Wahba Sample",1,25,625,15625,12,144,1,0,0,0,14426.7900390625,208132270.83119297,2409.27392578125,5804600.849449396,0,0,0,1
"Dehejia-Wahba Sample",1,24,576,13824,10,100,1,0,0,1,4250.40185546875,18065915.932972193,2421.947021484375,5865827.374877036,1660.508056640625,0,0,1
"Dehejia-Wahba Sample",1,46,2116,97336,8,64,1,0,0,1,3165.657958984375,10021390.313281119,2594.722900390625,6732586.929811537,0,0,0,1
"Dehejia-Wahba Sample",1,31,961,29791,12,144,0,0,0,0,0,0,2611.218017578125,6818459.535324633,2484.549072265625,1,0,1
"Dehejia-Wahba Sample",1,19,361,6859,11,121,1,0,0,1,2305.02587890625,5313144.30242753,2615.27587890625,6839667.922788858,4146.60302734375,0,0,1
"Dehejia-Wahba Sample",1,19,361,6859,8,64,1,0,0,1,0,0,2657.056884765625,7059951.288880408,9970.6806640625,1,0,1
"Dehejia-Wahba Sample",1,27,729,19683,11,121,1,0,0,1,2206.93994140625,4870583.904974222,2666.27392578125,7109016.647300959,0,0,0,1
"Dehejia-Wahba Sample",1,26,676,17576,11,121,1,0,1,1,0,0,2754.64599609375,7588074.563795328,26372.279296875,1,0,1
"Dehejia-Wahba Sample",1,20,400,8000,10,100,1,0,0,1,5005.73095703125,25057342.414180994,2777.35498046875,7713700.687534571,5615.18896484375,0,0,1
"Dehejia-Wahba Sample",1,28,784,21952,10,100,1,0,0,1,0,0,2836.506103515625,8045766.8752813935,3196.571044921875,1,0,1
"Dehejia-Wahba Sample",1,24,576,13824,12,144,1,0,0,0,13765.75,189495873.0625,2842.763916015625,8081306.682200491,6167.68115234375,0,0,1
"Dehejia-Wahba Sample",1,19,361,6859,8,64,1,0,0,1,2636.35302734375,6950357.284784555,2937.263916015625,8627519.312327445,7535.94189453125,0,0,1
"Dehejia-Wahba Sample",1,23,529,12167,12,144,1,0,0,0,6269.3408203125,39304634.32123661,3039.9599609375,9241356.564103127,8484.2392578125,0,0,1
"Dehejia-Wahba Sample",1,42,1764,74088,9,81,1,0,1,1,0,0,3058.531005859375,9354611.91380316,1294.4090576171875,1,0,1
"Dehejia-Wahba Sample",1,25,625,15625,13,169,1,0,0,0,12362.9296875,152842030.45806885,3090.73193359375,9552623.88533616,0,0,0,1
"Dehejia-Wahba Sample",1,18,324,5832,9,81,1,0,0,1,0,0,3287.375,10806834.390625,5010.341796875,1,0,1
"Dehejia-Wahba Sample",1,21,441,9261,12,144,1,0,0,0,6473.68310546875,41908572.95003152,3332.408935546875,11104949.313712656,9371.037109375,0,0,1
"Dehejia-Wahba Sample",1,27,729,19683,10,100,1,0,0,1,1001.14599609375,1002293.3054945469,3550.074951171875,12603032.15893799,0,0,0,1
"Dehejia-Wahba Sample",1,21,441,9261,8,64,1,0,0,1,989.267822265625,978650.8241701722,3695.89697265625,13659654.432489634,4279.61279296875,0,0,1
"Dehejia-Wahba Sample",1,22,484,10648,9,81,1,0,0,1,2192.876953125,4808709.331546783,3836.986083984375,14722462.20868975,3462.56396484375,0,0,1
"Dehejia-Wahba Sample",1,31,961,29791,4,16,1,0,0,1,8517.5888671875,72549320.11043644,4023.2109375,16186226.247619629,7382.548828125,0,0,1
"Dehejia-Wahba Sample",1,24,576,13824,10,100,1,0,1,1,11703.2001953125,136964894.81156254,4078.152099609375,16631324.547548354,0,0,0,1
"Dehejia-Wahba Sample",1,29,841,24389,10,100,1,0,0,1,0,0,4398.9501953125,19350762.820839882,0,1,0,1
"Dehejia-Wahba Sample",1,29,841,24389,12,144,1,0,0,0,9748.38671875,95031043.61830139,4878.93701171875,23804026.364319086,10976.509765625,0,0,1
"Dehejia-Wahba Sample",1,19,361,6859,10,100,0,0,0,1,0,0,5324.10888671875,28346135.437637568,13829.6201171875,1,0,1
"Dehejia-Wahba Sample",1,19,361,6859,11,121,0,1,1,1,5424.48486328125,29425036.0319674,5463.80322265625,29853145.655908823,6788.462890625,0,0,1
"Dehejia-Wahba Sample",1,31,961,29791,9,81,1,0,0,1,10717.0302734375,114854737.88177586,5517.8408203125,30446567.318306923,9558.5009765625,0,0,1
"Dehejia-Wahba Sample",1,22,484,10648,10,100,1,0,1,1,1468.3480224609375,2156045.915064946,5588.6640625,31233166.003479004,13228.2802734375,0,0,1
"Dehejia-Wahba Sample",1,21,441,9261,9,81,1,0,0,1,6416.47021484375,41171090.017977,5749.3310546875,33054807.57639408,743.6666259765625,0,0,1
"Dehejia-Wahba Sample",1,17,289,4913,10,100,1,0,0,1,1291.468017578125,1667889.6404271722,5793.85205078125,33568721.5863421,5522.7880859375,0,0,1
"Dehejia-Wahba Sample",1,26,676,17576,12,144,1,0,1,0,8408.76171875,70707273.64271545,5794.8310546875,33580066.95237064,1424.9439697265625,0,0,1
"Dehejia-Wahba Sample",1,20,400,8000,9,81,0,1,0,1,12260.7802734375,150326732.91351414,5875.048828125,34516198.732852936,1358.6429443359375,0,0,1
"Dehejia-Wahba Sample",1,19,361,6859,10,100,1,0,0,1,4121.94921875,16990465.361953735,6056.75390625,36684267.880874634,0,0,0,1
"Dehejia-Wahba Sample",1,26,676,17576,10,100,1,0,0,1,25929.6796875,672348288.6963501,6788.9580078125,46089950.83184147,672.8773193359375,0,0,1
"Dehejia-Wahba Sample",1,28,784,21952,11,121,1,0,0,1,1929.029052734375,3721153.08629328,6871.85595703125,47222404.29418588,0,0,0,1
"Dehejia-Wahba Sample",1,22,484,10648,12,144,0,1,1,0,492.2304992675781,242290.86440920923,7055.7021484375,49782932.80746555,10092.830078125,0,0,1
"Dehejia-Wahba Sample",1,33,1089,35937,11,121,1,0,0,1,0,0,7867.916015625,61904102.428928375,6281.43310546875,1,0,1
"Dehejia-Wahba Sample",1,22,484,10648,12,144,0,0,0,0,6759.994140625,45697520.78128433,8455.50390625,71495546.30860901,12590.7099609375,0,0,1
"Dehejia-Wahba Sample",1,29,841,24389,10,100,0,1,0,1,0,0,8853.673828125,78387540.25482559,5112.01416015625,1,0,1
"Dehejia-Wahba Sample",1,33,1089,35937,12,144,1,0,1,0,20279.94921875,411276340.31507874,10941.349609375,119713131.27457047,15952.599609375,0,0,1
"Dehejia-Wahba Sample",1,25,625,15625,14,196,1,0,1,0,35040.0703125,1227806527.5049438,11536.5703125,133092454.57525635,36646.94921875,0,0,1
"Dehejia-Wahba Sample",1,35,1225,42875,9,81,1,0,1,1,13602.4296875,185026093.40338135,13830.6396484375,191286593.08493137,12803.9697265625,0,0,1
"Dehejia-Wahba Sample",1,35,1225,42875,8,64,1,0,1,1,13732.0703125,188569755.06744385,17976.150390625,323141982.86636734,3786.6279296875,0,0,1
"Dehejia-Wahba Sample",1,33,1089,35937,11,121,1,0,1,1,14660.7099609375,214936416.55873203,25142.240234375,632132244.003025,4181.94189453125,0,0,1
"CPS1",0,45,2025,91125,11,121,0,0,1,1,21516.669921875,462967084.5269203,25243.55078125,637236856.0455475,25564.669921875,0,0,3
"CPS1",0,21,441,9261,14,196,0,0,0,0,3175.970947265625,10086791.457875311,5852.56494140625,34252516.39337754,13496.080078125,0,0,3
"CPS1",0,38,1444,54872,12,144,0,0,1,0,23039.01953125,530796420.96131897,25130.759765625,631555086.3975563,25564.669921875,0,0,3
"CPS1",0,48,2304,110592,6,36,0,0,1,1,24994.369140625,624718488.7378273,25243.55078125,637236856.0455475,25564.669921875,0,0,3
"CPS1",0,18,324,5832,8,64,0,0,1,1,1669.2950439453125,2786545.943740383,10727.6103515625,115081623.8549509,9860.869140625,0,0,3
"CPS1",0,22,484,10648,11,121,0,0,1,1,16365.759765625,267838092.70615005,18449.26953125,340375546.2367096,25564.669921875,0,0,3
"CPS1",0,48,2304,110592,10,100,0,0,1,1,16804.630859375,282395618.31985855,16354.599609375,267472928.3829689,18059.30078125,0,0,3
"CPS1",0,18,324,5832,11,121,0,0,0,1,1144.2120361328125,1309221.1836311966,3620.031982421875,13104631.55375725,15739.26953125,0,0,3
"CPS1",0,48,2304,110592,9,81,0,0,1,1,25862.3203125,668859611.9463501,25243.55078125,637236856.0455475,25564.669921875,0,0,3
"CPS1",0,45,2025,91125,12,144,0,0,1,0,25862.3203125,668859611.9463501,0,0,3924.842041015625,0,1,3
"CPS1",0,34,1156,39304,14,196,0,0,1,0,25862.3203125,668859611.9463501,23746.83984375,563912402.5647125,25564.669921875,0,0,3
"CPS1",0,16,256,4096,10,100,0,0,0,1,1026.656005859375,1054022.554367125,1224.5810546875,1499598.7594995499,6847.78515625,0,0,3
"CPS1",0,53,2809,148877,10,100,0,0,1,1,25862.3203125,668859611.9463501,25243.55078125,637236856.0455475,25564.669921875,0,0,3
"CPS1",0,19,361,6859,12,144,0,0,0,0,867.9552001953125,753346.229546085,4386.2900390625,19239540.306778908,8777.6962890625,0,0,3
"CPS1",0,27,729,19683,12,144,0,0,1,0,25862.3203125,668859611.9463501,19047.240234375,362797360.5459938,19214.880859375,0,0,3
"CPS1",0,32,1024,32768,10,100,0,0,1,1,20427.3203125,417275415.1494751,23374.44921875,546364876.2799225,9179.63671875,0,0,3
"CPS1",0,27,729,19683,12,144,0,0,1,0,20983.75,440317764.0625,14822.080078125,219694057.84235,25564.669921875,0,0,3
"CPS1",0,46,2116,97336,7,49,0,0,1,1,19171.4296875,367543716.26275635,1317.677001953125,1736272.6814761758,0,0,0,3
"CPS1",0,24,576,13824,13,169,0,0,0,0,20830.919921875,433927224.79156876,25243.55078125,637236856.0455475,23903.7109375,0,0,3
"CPS1",0,22,484,10648,13,169,0,0,0,0,11036.5498046875,121805431.5913477,10351.650390625,107156665.80972672,6556.6728515625,0,0,3
"CPS1",0,49,2401,117649,10,100,0,0,1,1,391.8533935546875,153549.0820403248,0,0,0,0,1,3
"CPS1",0,17,289,4913,10,100,0,0,0,1,0,0,0,0,4755.32421875,1,1,3
"CPS1",0,29,841,24389,14,196,0,0,1,0,21499.029296875,462208260.70788956,22586.7109375,510159510.9741821,20923.130859375,0,0,3
"CPS1",0,28,784,21952,16,256,0,0,1,0,16500.94921875,272281325.11976624,0,0,10267.240234375,0,1,3
"CPS1",0,46,2116,97336,12,144,0,0,1,0,24814.109375,615740024.0744629,24967.83984375,623393026.46315,19339.009765625,0,0,3
"CPS1",0,26,676,17576,17,289,1,0,1,0,0,0,0,0,4753.84619140625,1,1,3
"CPS1",0,49,2401,117649,12,144,0,0,0,0,25862.3203125,668859611.9463501,25243.55078125,637236856.0455475,25564.669921875,0,0,3
"CPS1",0,51,2601,132651,10,100,0,0,1,1,25862.3203125,668859611.9463501,25243.55078125,637236856.0455475,25564.669921875,0,0,3
