"data_id","treat","age","agesq","agecube","education","educationsq","black","hispanic","married","nodegree","re74","re74sq","re75","re75sq","re78","u74","u75","sample"
"Dehejia-Wahba Sample",1,24,576,13824,10,100,1,0,0,1,0,0,0,0,0,1,1,1
"Dehejia-Wahba Sample",1,26,676,17576,10,100,1,0,0,1,0,0,0,0,9265.7880859375,1,1,1
"Dehejia-Wahba Sample",1,25,625,15625,11,121,1,0,0,1,0,0,0,0,485.22979736328125,1,1,1
"Dehejia-Wahba Sample",1,18,324,5832,11,121,1,0,0,1,0,0,0,0,4814.626953125,1,1,1
"Dehejia-Wahba Sample",1,19,361,6859,11,121,1,0,0,1,0,0,0,0,7458.10498046875,1,1,1
"Dehejia-Wahba Sample",1,43,1849,79507,9,81,1,0,0,1,0,0,0,0,0,1,1,1
"Dehejia-Wahba Sample",1,27,729,19683,13,169,1,0,0,0,0,0,0,0,34099.28125,1,1,1
"Dehejia-Wahba Sample",1,17,289,4913,9,81,1,0,0,1,0,0,0,0,1953.2679443359375,1,1,1
"Dehejia-Wahba Sample",1,30,900,27000,11,121,1,0,0,1,0,0,0,0,0,1,1,1
"Dehejia-Wahba Sample",1,26,676,17576,10,100,1,0,1,1,2027.9990234375,4112780.0390634537,0,0,0,0,1,1
"Dehejia-Wahba Sample",1,20,400,8000,9,81,1,0,0,1,6083.994140625,37014984.70315933,0,0,8881.6650390625,0,1,1
"Dehejia-Wahba Sample",1,17,289,4913,9,81,0,1,0,1,445.17041015625,198176.69407868385,74.34345245361328,5526.948922722659,6210.669921875,0,0,1
"Dehejia-Wahba Sample",1,20,400,8000,12,144,1,0,0,0,989.267822265625,978650.8241701722,165.20770263671875,27293.585010502487,0,0,0,1
"Dehejia-Wahba Sample",1,18,324,5832,11,121,1,0,0,1,858.2542724609375,736600.3961974531,214.5635986328125,46037.53785826266,929.8839111328125,0,0,1
"Dehejia-Wahba Sample",1,27,729,19683,12,144,1,0,1,0,3670.8720703125,13475301.75660038,334.0492858886719,111588.92540273163,0,0,0,1
"Dehejia-Wahba Sample",1,21,441,9261,12,144,0,0,0,0,3670.8720703125,13475301.75660038,334.0494079589844,111589.00695774797,12558.01953125,0,0,1
"Dehejia-Wahba Sample",1,27,729,19683,12,144,1,0,0,0,2143.4130859375,4594219.656968117,357.94989013671875,128128.12384888902,22163.25,0,0,1
"Dehejia-Wahba Sample",1,20,400,8000,12,144,1,0,0,0,0,0,377.568603515625,142558.05036073923,1652.636962890625,1,0,1
"Dehejia-Wahba Sample",1,19,361,6859,10,100,1,0,0,1,0,0,385.27410888671875,148436.13897845522,8124.71484375,1,0,1
"Dehejia-Wahba Sample",1,23,529,12167,12,144,1,0,0,0,5506.30810546875,30319428.952350855,501.0740966796875,251075.25036336482,671.331787109375,0,0,1
"Dehejia-Wahba Sample",1,29,841,24389,14,196,1,0,0,0,0,0,679.67340087890625,461955.9318622984,17814.98046875,1,0,1
"Dehejia-Wahba Sample",1,18,324,5832,10,100,1,0,0,1,0,0,798.90789794921875,638253.8294056393,9737.154296875,1,0,1
"Dehejia-Wahba Sample",1,19,361,6859,9,81,1,0,0,1,0,0,798.90789794921875,638253.8294056393,17685.1796875,1,0,1
"Dehejia-Wahba Sample",1,27,729,19683,13,169,0,0,1,0,9381.56640625,88013788.23487854,853.72247314453125,728842.0611520149,0,0,0,1
"Dehejia-Wahba Sample",1,18,324,5832,11,121,0,0,0,1,3678.23095703125,13529382.973263025,919.55792236328125,845586.7725810744,4321.705078125,0,0,1
"Dehejia-Wahba Sample",1,27,729,19683,9,81,1,0,1,1,0,0,934.44537353515625,873188.1561212577,1773.4229736328125,1,0,1
"Dehejia-Wahba Sample",1,22,484,10648,12,144,1,0,0,0,5605.85205078125,31425577.215248346,936.17730712890625,876427.9503831305,0,0,0,1
"Dehejia-Wahba Sample",1,23,529,12167,10,100,1,0,1,1,0,0,936.4385986328125,876917.2490093857,11233.259765625,1,0,1
"Dehejia-Wahba Sample",1,23,529,12167,12,144,0,1,0,0,9385.740234375,88092119.74716568,1117.43896484375,1248669.8401510715,559.44317626953125,0,0,1
"Dehejia-Wahba Sample",1,20,400,8000,11,121,1,0,0,1,3637.498046875,13231392.04101944,1220.8360595703125,1490440.6843471676,1085.43994140625,0,0,1
"Dehejia-Wahba Sample",1,17,289,4913,9,81,1,0,0,1,1716.509033203125,2946403.261067927,1253.43896484375,1571109.2385885715,5445.2001953125,0,0,1
"Dehejia-Wahba Sample",1,28,784,21952,11,121,1,0,0,1,0,0,1284.0789794921875,1648858.8255736977,60307.9296875,1,0,1
"Dehejia-Wahba Sample",1,26,676,17576,11,121,1,0,1,1,0,0,1392.85302734375,1940039.5557806492,1460.3599853515625,1,0,1
"Dehejia-Wahba Sample",1,20,400,8000,11,121,1,0,0,1,16318.6201171875,266297362.52907658,1484.9940185546875,2205207.2351431996,6943.341796875,0,0,1
"Dehejia-Wahba Sample",1,24,576,13824,11,121,1,0,1,1,824.38861083984375,679616.5816824473,1666.113037109375,2775932.6524258256,4032.7080078125,0,0,1
"Dehejia-Wahba Sample",1,31,961,29791,9,81,1,0,0,1,0,0,1698.6070556640625,2885265.9295517355,10363.26953125,1,0,1
"Dehejia-Wahba Sample",1,23,529,12167,8,64,0,0,1,1,0,0,1713.1500244140625,2934883.006149903,4232.30908203125,1,0,1
"Dehejia-Wahba Sample",1,18,324,5832,10,100,1,0,0,1,2143.410888671875,4594210.237677157,1784.2740478515625,3183633.8778366,11141.3896484375,0,0,1
"Dehejia-Wahba Sample",1,29,841,24389,12,144,1,0,0,0,10881.9404296875,118416627.51526737,1817.2840576171875,3302521.3460695893,0,0,0,1
"Dehejia-Wahba Sample",1,26,676,17576,11,121,0,0,0,1,0,0,2226.26611328125,4956260.807144403,13385.8603515625,1,0,1
"Dehejia-Wahba Sample",1,24,576,13824,9,81,1,0,0,1,9154.7001953125,83808535.66605473,2288.675048828125,5238033.47912842,4849.55908203125,0,0,1
"Dehejia-Wahba Sample",1,25,625,15625,12,144,1,0,0,0,14426.7900390625,208132270.83119297,2409.27392578125,5804600.849449396,0,0,0,1
"Dehejia-Wahba Sample",1,24,576,13824,10,100,1,0,0,1,4250.40185546875,18065915.932972193,2421.947021484375,5865827.374877036,1660.508056640625,0,0,1
"Dehejia-Wahba Sample",1,46,2116,97336,8,64,1,0,0,1,3165.657958984375,10021390.313281119,2594.722900390625,6732586.929811537,0,0,0,1
"Dehejia-Wahba Sample",1,31,961,29791,12,144,0,0,0,0,0,0,2611.218017578125,6818459.535324633,2484.549072265625,1,0,1
"Dehejia-Wahba Sample",1,19,361,6859,11,121,1,0,0,1,2305.02587890625,5313144.30242753,2615.27587890625,6839667.922788858,4146.60302734375,0,0,1
"Dehejia-Wahba Sample",1,19,361,6859,8,64,1,0,0,1,0,0,2657.056884765625,7059951.288880408,9970.6806640625,1,0,1
"Dehejia-Wahba Sample",1,27,729,19683,11,121,1,0,0,1,2206.93994140625,4870583.904974222,2666.27392578125,7109016.647300959,0,0,0,1
"Dehejia-Wahba Sample",1,26,676,17576,11,121,1,0,1,1,0,0,2754.64599609375,7588074.563795328,26372.279296875,1,0,1
"Dehejia-Wahba Sample",1,20,400,8000,10,100,1,0,0,1,5005.73095703125,25057342.414180994,2777.35498046875,7713700.687534571,5615.18896484375,0,0,1
"Dehejia-Wahba Sample",1,28,784,21952,10,100,1,0,0,1,0,0,2836.506103515625,8045766.8752813935,3196.571044921875,1,0,1
"Dehejia-Wahba Sample",1,24,576,13824,12,144,1,0,0,0,13765.75,189495873.0625,2842.763916015625,8081306.682200491,6167.68115234375,0,0,1
"Dehejia-Wahba Sample",1,19,361,6859,8,64,1,0,0,1,2636.35302734375,6950357.284784555,2937.263916015625,8627519.312327445,7535.94189453125,0,0,1
"Dehejia-Wahba Sample",1,23,529,12167,12,144,1,0,0,0,6269.3408203125,39304634.32123661,3039.9599609375,9241356.564103127,8484.2392578125,0,0,1
"Dehejia-Wahba Sample",1,42,1764,74088,9,81,1,0,1,1,0,0,3058.531005859375,9354611.91380316,1294.4090576171875,1,0,1
"Dehejia-Wahba Sample",1,25,625,15625,13,169,1,0,0,0,12362.9296875,152842030.45806885,3090.73193359375,9552623.88533616,0,0,0,1
"Dehejia-Wahba Sample",1,18,324,5832,9,81,1,0,0,1,0,0,3287.375,10806834.390625,5010.341796875,1,0,1
"Dehejia-Wahba Sample",1,21,441,9261,12,144,1,0,0,0,6473.68310546875,41908572.95003152,3332.408935546875,11104949.313712656,9371.037109375,0,0,1
"Dehejia-Wahba Sample",1,27,729,19683,10,100,1,0,0,1,1001.14599609375,1002293.3054945469,3550.074951171875,12603032.15893799,0,0,0,1
"Dehejia-Wahba Sample",1,21,441,9261,8,64,1,0,0,1,989.267822265625,978650.8241701722,3695.89697265625,13659654.432489634,4279.61279296875,0,0,1
"Dehejia-Wahba Sample",1,22,484,10648,9,81,1,0,0,1,2192.876953125,4808709.331546783,3836.986083984375,14722462.20868975,3462.56396484375,0,0,1
"Dehejia-Wahba Sample",1,31,961,29791,4,16,1,0,0,1,8517.5888671875,72549320.11043644,4023.2109375,16186226.247619629,7382.548828125,0,0,1
"Dehejia-Wahba Sample",1,24,576,13824,10,100,1,0,1,1,11703.2001953125,136964894.81156254,4078.152099609375,16631324.547548354,0,0,0,1
"Dehejia-Wahba Sample",1,29,841,24389,10,100,1,0,0,1,0,0,4398.9501953125,19350762.820839882,0,1,0,1
"Dehejia-Wahba Sample",1,29,841,24389,12,144,1,0,0,0,9748.38671875,95031043.61830139,4878.93701171875,23804026.364319086,10976.509765625,0,0,1
"Dehejia-Wahba Sample",1,19,361,6859,10,100,0,0,0,1,0,0,5324.10888671875,28346135.437637568,13829.6201171875,1,0,1
"Dehejia-Wahba Sample",1,19,361,6859,11,121,0,1,1,1,5424.48486328125,29425036.0319674,5463.80322265625,29853145.655908823,6788.462890625,0,0,1
"Dehejia-Wahba Sample",1,31,961,29791,9,81,1,0,0,1,10717.0302734375,114854737.88177586,5517.8408203125,30446567.318306923,9558.5009765625,0,0,1
"Dehejia-Wahba Sample",1,22,484,10648,10,100,1,0,1,1,1468.3480224609375,2156045.915064946,5588.6640625,31233166.003479004,13228.2802734375,0,0,1
"Dehejia-Wahba Sample",1,21,441,9261,9,81,1,0,0,1,6416.47021484375,41171090.017977,5749.3310546875,33054807.57639408,743.6666259765625,0,0,1
"Dehejia-Wahba Sample",1,17,289,4913,10,100,1,0,0,1,1291.468017578125,1667889.6404271722,5793.85205078125,33568721.5863421,5522.7880859375,0,0,1
"Dehejia-Wahba Sample",1,26,676,17576,12,144,1,0,1,0,8408.76171875,70707273.64271545,5794.8310546875,33580066.95237064,1424.9439697265625,0,0,1
"Dehejia-Wahba Sample",1,20,400,8000,9,81,0,1,0,1,12260.7802734375,150326732.91351414,5875.048828125,34516198.732852936,1358.6429443359375,0,0,1
"Dehejia-Wahba Sample",1,19,361,6859,10,100,1,0,0,1,4121.94921875,16990465.361953735,6056.75390625,36684267.880874634,0,0,0,1
"Dehejia-Wahba Sample",1,26,676,17576,10,100,1,0,0,1,25929.6796875,672348288.6963501,6788.9580078125,46089950.83184147,672.8773193359375,0,0,1
"Dehejia-Wahba Sample",1,28,784,21952,11,121,1,0,0,1,1929.029052734375,3721153.08629328,6871.85595703125,47222404.29418588,0,0,0,1
"Dehejia-Wahba Sample",1,22,484,10648,12,144,0,1,1,0,492.2304992675781,242290.86440920923,7055.7021484375,49782932.80746555,10092.830078125,0,0,1
"Dehejia-Wahba Sample",1,33,1089,35937,11,121,1,0,0,1,0,0,7867.916015625,61904102.428928375,6281.43310546875,1,0,1
"Dehejia-Wahba Sample",1,22,484,10648,12,144,0,0,0,0,6759.994140625,45697520.78128433,8455.50390625,71495546.30860901,12590.7099609375,0,0,1
"Dehejia-Wahba Sample",1,29,841,24389,10,100,0,1,0,1,0,0,8853.673828125,78387540.25482559,5112.01416015625,1,0,1
"Dehejia-Wahba Sample",1,33,1089,35937,12,144,1,0,1,0,20279.94921875,411276340.31507874,10941.349609375,119713131.27457047,15952.599609375,0,0,1
"Dehejia-Wahba Sample",1,25,625,15625,14,196,1,0,1,0,35040.0703125,1227806527.5049438,11536.5703125,133092454.57525635,36646.94921875,0,0,1
"Dehejia-Wahba Sample",1,35,1225,42875,9,81,1,0,1,1,13602.4296875,185026093.40338135,13830.6396484375,191286593.08493137,12803.9697265625,0,0,1
"Dehejia-Wahba Sample",1,35,1225,42875,8,64,1,0,1,1,13732.0703125,188569755.06744385,17976.150390625,323141982.86636734,3786.6279296875,0,0,1
"Dehejia-Wahba Sample",1,33,1089,35937,11,121,1,0,1,1,14660.7099609375,214936416.55873203,25142.240234375,632132244.003025,4181.94189453125,0,0,1
"Dehejia-Wahba Sample",0,23,529,12167,10,100,1,0,0,1,0,0,0,0,0,1,1,2
"Dehejia-Wahba Sample",0,26,676,17576,12,144,0,0,0,0,0,0,0,0,12383.6796875,1,1,2
"Dehejia-Wahba Sample",0,22,484,10648,9,81,1,0,0,1,0,0,0,0,0,1,1,2
"Dehejia-Wahba Sample",0,18,324,5832,9,81,1,0,0,1,0,0,0,0,10740.080078125,1,1,2
"Dehejia-Wahba Sample",0,45,2025,91125,11,121,1,0,0,1,0,0,0,0,11796.4697265625,1,1,2
"Dehejia-Wahba Sample",0,18,324,5832,9,81,1,0,0,1,0,0,0,0,9227.0517578125,1,1,2
"Dehejia-Wahba Sample",0,24,576,13824,8,64,0,0,0,1,0,0,0,0,10569.26953125,1,1,2
"Dehejia-Wahba Sample",0,34,1156,39304,11,121,1,0,1,1,0,0,0,0,6040.3349609375,1,1,2
"Dehejia-Wahba Sample",0,24,576,13824,4,16,0,1,0,1,0,0,0,0,3880.8330078125,1,1,2
"Dehejia-Wahba Sample",0,36,1296,46656,10,100,1,0,0,1,0,0,0,0,0,1,1,2
"Dehejia-Wahba Sample",0,21,441,9261,14,196,1,0,0,0,0,0,0,0,5775.06201171875,1,1,2
"Dehejia-Wahba Sample",0,28,784,21952,9,81,1,0,0,1,0,0,0,0,0,1,1,2
"Dehejia-Wahba Sample",0,27,729,19683,7,49,1,0,1,1,0,0,0,0,0,1,1,2
"Dehejia-Wahba Sample",0,19,361,6859,11,121,0,0,0,1,0,0,0,0,0,1,1,2
"Dehejia-Wahba Sample",0,20,400,8000,8,64,1,0,0,1,0,0,0,0,0,1,1,2
"Dehejia-Wahba Sample",0,34,1156,39304,12,144,1,0,0,0,0,0,0,0,2113.721923828125,1,1,2
"Dehejia-Wahba Sample",0,24,576,13824,10,100,1,0,0,1,0,0,0,0,7618.63916015625,1,1,2
"Dehejia-Wahba Sample",0,22,484,10648,8,64,0,1,0,1,0,0,0,0,9920.9453125,1,1,2
"Dehejia-Wahba Sample",0,25,625,15625,11,121,1,0,0,1,0,0,0,0,4196.375,1,1,2
"Dehejia-Wahba Sample",0,39,1521,59319,9,81,1,0,0,1,0,0,0,0,0,1,1,2
"Dehejia-Wahba Sample",0,19,361,6859,9,81,1,0,1,1,0,0,0,0,16658.25,1,1,2
"Dehejia-Wahba Sample",0,44,1936,85184,9,81,1,0,0,1,0,0,0,0,9722.0029296875,1,1,2
"Dehejia-Wahba Sample",0,27,729,19683,8,64,1,0,0,1,0,0,0,0,3783.659912109375,1,1,2
"Dehejia-Wahba Sample",0,25,625,15625,8,64,1,0,0,1,0,0,0,0,3515.928955078125,1,1,2
"Dehejia-Wahba Sample",0,31,961,29791,10,100,1,0,0,1,0,0,0,0,17014.58984375,1,1,2
"Dehejia-Wahba Sample",0,34,1156,39304,10,100,1,0,1,1,0,0,0,0,0,1,1,2
"Dehejia-Wahba Sample",0,21,441,9261,7,49,0,1,0,1,0,0,0,0,0,1,1,2
"Dehejia-Wahba Sample",0,33,1089,35937,12,144,1,0,0,0,0,0,0,0,5970.2568359375,1,1,2
"Dehejia-Wahba Sample",0,18,324,5832,10,100,0,1,0,1,0,0,0,0,1859.1669921875,1,1,2
"Dehejia-Wahba Sample",0,26,676,17576,12,144,1,0,1,0,0,0,0,0,6191.94287109375,1,1,2
"Dehejia-Wahba Sample",0,31,961,29791,12,144,1,0,0,0,0,0,0,0,7284.39404296875,1,1,2
"Dehejia-Wahba Sample",0,35,1225,42875,10,100,1,0,0,1,0,0,0,0,445.8309020996094,1,1,2
"Dehejia-Wahba Sample",0,20,400,8000,12,144,1,0,0,0,0,0,0,0,0,1,1,2
"Dehejia-Wahba Sample",0,25,625,15625,11,121,1,0,0,1,0,0,0,0,0,1,1,2
